timestamp,source_domain,scenario_variant,shock_active,control_cadence_min,decision_refreshed,decision_reason,decision_ms,influent_flow_m3h,influent_nh3n_mgL,influent_tp_mgL,reactor_do_mgL,target_aeration_intensity_pct,actual_aeration_intensity_pct,target_chemical_dose_pac_mgL,actual_chemical_dose_pac_mgL,chemical_dose_kgph,objective,reward,effluent_risk,constraint_violation,is_feasible,pred_effluent_cod_mgL,effluent_cod_mgL_limit,pred_effluent_nh3n_mgL,effluent_nh3n_mgL_limit,pred_effluent_tp_mgL,effluent_tp_mgL_limit,pred_effluent_tn_mgL,effluent_tn_mgL_limit,predicted_compliant
2021-08-01 00:34:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.132599998731166,1276.026,0.2,0.09,1.642,10.0,10.160537879822927,2.0,2.0041988761355474,2.557409875119738,0.09607761851476415,-0.09607761851476415,0.053883727810492936,0.0,True,5.71365361676687,50.0,0.049992611372335814,5.0,0.010000209943806777,0.5,1.0001765916678051,15.0,True
2021-08-01 00:36:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.222499984782189,1297.764,0.13,0.07,1.861,10.0,10.107025253215285,2.0,2.0027992507570316,2.599160766859448,0.09561980144472833,-0.09561980144472833,0.053601652086325294,0.0,True,5.724449690294638,50.0,0.04381203623565815,5.0,0.010000139962537851,0.5,1.000117727778537,15.0,True
2021-08-01 00:38:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.4812999870628119,1465.824,0.13,0.07,1.633,10.0,10.07135016881019,2.0,2.0018661671713542,2.934383472627783,0.09773895461896198,-0.09773895461896198,0.0558379661578044,0.0,True,6.041275071574314,50.0,0.049809448537823445,5.0,0.01000009330835857,0.5,1.0000784851856912,15.0,True
2021-08-01 00:40:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.3135000374168158,1552.699,0.21,0.07,1.084,10.0,10.047566779206793,2.0,2.0012441114475696,3.1073297306005303,0.10085191349575841,-0.10085191349575841,0.05902903229943113,0.0,True,6.256736551364353,50.0,0.07511645762339582,5.0,0.010000062205572377,0.5,1.0401717921383422,15.0,True
2021-08-01 00:42:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.326000016182661,1116.585,0.37,0.08,0.652,10.0,10.031711186137862,2.0,2.0008294076317132,2.2340961041204563,0.09891158834305626,-0.09891158834305626,0.057140778656615855,0.0,True,5.556646480965156,50.0,0.125008237096156,5.0,0.010000041470381587,0.5,1.0000348823047516,15.0,True
2021-08-01 00:44:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.147299994248897,1293.574,0.38,0.08,0.226,10.0,10.021140790758574,2.0,2.000552938421142,2.5878632667651904,0.10694611825452938,-0.10694611825452938,0.06521002290801356,0.0,True,5.912793127338692,50.0,0.23094592526823737,5.0,0.010000027646921057,0.5,1.0000232548698345,15.0,True
2021-08-01 00:46:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.4924000133760273,1712.765,0.52,0.12,0.05,10.0,10.014093860505715,2.0,2.0003686256140947,3.4261613690499253,0.11420044924575541,-0.11420044924575541,0.07248749679252264,0.0,True,6.656473020100489,50.0,0.23180708498718244,5.0,0.010281102041721129,0.5,1.2193777443842795,15.0,True
2021-08-01 00:48:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.265700022689998,1699.529,0.52,0.12,0.05,10.0,10.00939590700381,2.0,2.0002457504093965,3.399475659947531,0.11393446860693643,-0.11393446860693643,0.07223694474922569,0.0,True,6.6336159040238964,50.0,0.23180272915711758,5.0,0.01024828215416106,0.5,1.211260088190535,15.0,True
2021-08-01 00:50:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.4764999505132437,1668.21,0.29,0.12,0.05,10.0,10.00626393800254,2.0,2.000163833606264,3.336693308860306,0.11299004247311761,-0.11299004247311761,0.0713028043457549,0.0,True,6.579600839109499,50.0,0.23037441368562286,5.0,0.01017016470545288,0.5,1.1702127571738026,15.0,True
2021-08-01 00:52:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.928500016219914,1627.188,0.29,0.11,0.05,10.0,10.00417595866836,2.0,2.000109222404176,3.254553725385407,0.11217530760813435,-0.11217530760813435,0.07049492663433699,0.0,True,6.508868971490523,50.0,0.23037248966577104,5.0,0.010000005461120209,0.5,1.1450708968977479,15.0,True
2021-08-01 00:54:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.560900011099875,1155.87,0.29,0.11,0.05,10.0,10.002783972445574,2.0,2.0000728149361175,2.3118241646002096,0.10555502017116385,-0.10555502017116385,0.06387921063307671,0.0,True,5.696397424312209,50.0,0.23037120698586983,5.0,0.010000003640746807,0.5,1.00000306236969,15.0,True
2021-08-01 00:56:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.9064999651163816,1007.728,0.15,0.08,0.924,10.0,10.001855981630383,2.0,2.000048543290745,2.0155049184332956,0.09539022318433531,-0.09539022318433531,0.053717461270055,0.0,True,5.336142861764826,50.0,0.08751032920481333,5.0,0.010000002427164539,0.5,1.0000020415797934,15.0,True
2021-08-01 00:58:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,1.4958000392653048,1013.58,0.15,0.09,1.548,10.0,10.001237321086922,2.0,2.00003236219383,2.027192801672422,0.093044952685006,-0.093044952685006,0.05137422251993024,0.0,True,5.271346129362881,50.0,0.05260943990039217,5.0,0.010000001618109692,0.5,1.0000013610531957,15.0,True
2021-08-01 01:00:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.6175000239163637,890.184,0.14,0.09,1.694,10.0,10.000824880724615,2.0,2.0000215747958867,1.7803872055381016,0.0914092907612846,-0.0914092907612846,0.04973991509567853,0.0,True,5.041113329770188,50.0,0.04809328055065604,5.0,0.010000001078739796,0.5,1.000000907368797,15.0,True
2021-08-01 01:02:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.698600001167506,1166.771,0.13,0.07,1.361,10.0,10.000549920483076,2.0,2.0000143831972577,2.3335587818974473,0.09515241252987247,-0.09515241252987247,0.05348393986391287,0.0,True,5.557851898911464,50.0,0.05958608689816039,5.0,0.010000000719159864,0.5,1.0000006049125314,15.0,True
2021-08-01 01:04:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.535699983127415,1213.028,0.13,0.07,0.817,10.0,10.000366613655384,2.0,2.000009588798172,2.426067631480669,0.0982136863101427,-0.0982136863101427,0.05654581564394741,0.0,True,5.702868348322898,50.0,0.09872500865318953,5.0,0.010000000479439908,0.5,1.000000403275021,15.0,True
2021-08-01 01:06:00,agtrup_bluekolding_2min,native_2min,False,2,True,safe_grid_refresh,2.7268000412732363,1492.792,0.45,0.1,0.292,10.0,10.000244409103589,2.0,2.0000063925321148,2.9855935427208005,0.1097020646713606,-0.1097020646713606,0.06803459533834152,0.0,True,6.248124122154661,50.0,0.23136043363547998,5.0,0.010000000319626605,0.5,1.065805514033826,15.0,True
