timestamp,source_domain,scenario_variant,shock_active,control_cadence_min,decision_refreshed,decision_reason,decision_ms,influent_flow_m3h,influent_nh3n_mgL,influent_tp_mgL,reactor_do_mgL,target_aeration_intensity_pct,actual_aeration_intensity_pct,target_chemical_dose_pac_mgL,actual_chemical_dose_pac_mgL,chemical_dose_kgph,objective,reward,effluent_risk,constraint_violation,is_feasible,pred_effluent_cod_mgL,effluent_cod_mgL_limit,pred_effluent_nh3n_mgL,effluent_nh3n_mgL_limit,pred_effluent_tp_mgL,effluent_tp_mgL_limit,pred_effluent_tn_mgL,effluent_tn_mgL_limit,predicted_compliant
2021-08-01 01:20:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1244.207,0.24,0.13,0.547,27.257485692140612,27.396217931467273,2.0,2.001584105456824,2.490384955098119,0.15370251442358915,-0.15370251442358915,0.059820215791075826,0.0,True,5.790055974504477,50.0,0.1478216189278375,5.0,0.01000007920527284,0.5,1.0001526054632592,15.0,True
2021-08-01 01:22:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1257.012,0.16,0.09,1.095,27.257485692140612,27.34997385169172,2.0,2.0010560703045495,2.5153514930456624,0.14916030146508985,-0.14916030146508985,0.055425727795718145,0.0,True,5.746015930085621,50.0,0.07407832188948268,5.0,0.010000052803515227,0.5,1.0001017369755063,15.0,True
2021-08-01 01:24:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1059.288,0.16,0.09,0.738,27.257485692140612,27.319144465174684,2.0,2.0007040468696995,2.1193217884005104,0.1492510141988751,-0.1492510141988751,0.05561492383826447,0.0,True,5.447765628485898,50.0,0.10941962990035996,5.0,0.010000035202343485,0.5,1.0000678246503374,15.0,True
2021-08-01 01:26:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,955.682,0.18,0.08,0.486,27.257485692140612,27.298591540829992,2.0,2.0004693645797995,1.911812563280352,0.15144862856418473,-0.15144862856418473,0.057878193742748114,0.0,True,5.299256382382259,50.0,0.1657518140446776,5.0,0.010000023468228989,0.5,1.0000452164335583,15.0,True
2021-08-01 01:28:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,845.293,0.18,0.08,1.311,27.257485692140612,27.284889591266865,2.0,2.000312909719866,1.6908505003958347,0.14386630291203287,-0.14386630291203287,0.050339638450045646,0.0,True,5.0098633971051365,50.0,0.06214444332344789,5.0,0.010000015645485994,0.5,1.000030144289039,15.0,True
2021-08-01 01:30:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1536.193,0.54,0.08,1.363,27.257485692140612,27.27575495822478,2.0,2.000208606479911,3.0727064598141935,0.15150847777925266,-0.15150847777925266,0.05801099355689836,0.0,True,6.19456379344039,50.0,0.06204512562449546,5.0,0.010000010430323995,0.5,1.0474232295607298,15.0,True
2021-08-01 01:32:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1438.886,0.54,0.12,0.631,27.257485692140612,27.26966520286339,2.0,2.000139070986607,2.877972107295635,0.15454594408397046,-0.15454594408397046,0.06106791335470474,0.0,True,6.114615917907888,50.0,0.13013575861469792,5.0,0.01000000695354933,0.5,1.0243843355942213,15.0,True
2021-08-01 01:34:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1407.596,0.54,0.12,0.051,27.257485692140612,27.265605365955796,2.0,2.0000927139910716,2.8153225038429763,0.16044482577029578,-0.16044482577029578,0.06697976403642247,0.0,True,6.13024618577419,50.0,0.23192549561774703,5.0,0.010000004635699554,0.5,1.0342047451706433,15.0,True
2021-08-01 01:36:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,937.97,0.49,0.16,0.05,27.257485692140612,27.2628988080174,2.0,2.000061809327381,1.875997975294804,0.15623082939804014,-0.15623082939804014,0.06277441366109514,0.0,True,5.3930848178047315,50.0,0.23161311379103816,5.0,0.01134478943508133,0.5,1.0000059544274644,15.0,True
2021-08-01 01:38:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1020.512,0.49,0.16,0.05,27.257485692140612,27.26109443605847,2.0,2.000041206218254,2.0410660514402026,0.15718467614523088,-0.15718467614523088,0.06373402440623803,0.0,True,5.536527495014292,50.0,0.23161144216240162,5.0,0.01155118966591265,0.5,1.0000039696183096,15.0,True
2021-08-01 01:40:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1078.279,0.49,0.16,0.05,27.257485692140612,27.259891521419185,2.0,2.0000274708121695,2.156587621199875,0.15785242023853363,-0.15785242023853363,0.06440561116484225,0.0,True,5.636915858609141,50.0,0.2316103277433106,5.0,0.011695637297115674,0.5,1.0000026464122065,15.0,True
2021-08-01 01:42:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1093.99,0.24,0.12,0.05,27.257485692140612,27.25908957832633,2.0,2.00001831387478,2.1880000351958704,0.15666596230223004,-0.15666596230223004,0.06322171500540624,0.0,True,5.589719868681574,50.0,0.23006025325868137,5.0,0.010000000915693738,0.5,1.0000017642748043,15.0,True
2021-08-01 01:44:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1163.914,0.24,0.12,0.339,27.257485692140612,27.258554949597755,2.0,2.0000122092498533,2.3278422105168337,0.15717932603515847,-0.15717932603515847,0.06373678658957976,0.0,True,5.675570925164044,50.0,0.23005976127455494,5.0,0.010000000610462492,0.5,1.0000011761832028,15.0,True
2021-08-01 01:46:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1236.008,0.17,0.09,0.791,27.257485692140612,27.258198530445373,2.0,2.000008139499902,2.472026060486995,0.15043776471997533,-0.15043776471997533,0.056996363841893403,0.0,True,5.745603823159232,50.0,0.10219163032364979,5.0,0.010000000406974996,0.5,1.0000007841221352,15.0,True
2021-08-01 01:48:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1178.058,0.17,0.09,0.366,27.257485692140612,27.25796091767712,2.0,2.000005426333268,2.356122392535317,0.15672035463114042,-0.15672035463114042,0.06327971279805628,0.0,True,5.696707948311821,50.0,0.21963319116029045,5.0,0.010000000271316662,0.5,1.0000005227480901,15.0,True
2021-08-01 01:50:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1242.592,0.17,0.09,0.485,27.257485692140612,27.25780250916495,2.0,2.000003617555512,2.485188495145539,0.15429828563054518,-0.15429828563054518,0.06085814982745959,0.0,True,5.7936703682404564,50.0,0.1660022026644784,5.0,0.010000000180877775,0.5,1.0000003484987268,15.0,True
2021-08-01 01:52:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1420.912,0.24,0.08,1.094,27.257485692140612,27.25769690349017,2.0,2.0000024117036745,2.8418274268186914,0.1505860236716309,-0.1505860236716309,0.057146225221877685,0.0,True,6.0279772219024785,50.0,0.07461355436771634,5.0,0.010000000120585184,0.5,1.0000002323324846,15.0,True
2021-08-01 01:54:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1370.654,0.24,0.08,1.159,27.257485692140612,27.257626499706983,2.0,2.00000160780245,2.7413102037408588,0.14978952261023867,-0.14978952261023867,0.05634994906270703,0.0,True,5.933542034057641,50.0,0.07051241001989378,5.0,0.010000000080390124,0.5,1.000000154888323,15.0,True
2021-08-01 01:56:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1160.906,0.54,0.11,0.399,27.257485692140612,27.257579563851525,2.0,2.0000010718683,2.321813244338341,0.15563397654337457,-0.15563397654337457,0.06219455293065732,0.0,True,5.663178543905359,50.0,0.20384786432845983,5.0,0.010000000053593415,0.5,1.0000001032588821,15.0,True
2021-08-01 01:58:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1104.389,0.54,0.11,0.05,27.257485692140612,27.25754827328122,2.0,2.0000007145788667,2.20877878917304,0.1568725403377181,-0.1568725403377181,0.06343321668154377,0.0,True,5.607634441110342,50.0,0.2319180212796566,5.0,0.010000000035728944,0.5,1.0000000688392547,15.0,True
2021-08-01 02:00:00,agtrup_bluekolding_2min,native_2min,False,60,True,safe_grid_refresh,1.516499964054674,1234.282,0.54,0.11,0.05,15.25754827328122,23.25754827328122,2.0,2.000000476385911,2.468564587994555,0.14810106496871453,-0.14810106496871453,0.06566175058418991,0.0,True,5.8921912736772635,50.0,0.23933933804809054,5.0,0.010000000023819296,0.5,1.0088,15.0,True
2021-08-01 02:02:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1301.73,0.41,0.15,0.05,15.25754827328122,20.590881606614552,2.0,2.0000003175906076,2.603460413417222,0.14113101446154694,-0.14113101446154694,0.06702503437636038,0.0,True,6.035694472463274,50.0,0.23604271206803223,5.0,0.01150432430368946,0.5,1.0058666666666667,15.0,True
2021-08-01 02:04:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1576.752,0.41,0.15,0.05,15.25754827328122,18.813103828836773,2.0,2.000000211727072,3.1535043338410835,0.14011054318679336,-0.14011054318679336,0.07156011930116558,0.0,True,6.500455715556196,50.0,0.23439924670985615,5.0,0.012191879536520844,0.5,1.131577084545539,15.0,True
2021-08-01 02:06:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1546.346,0.21,0.1,0.05,15.25754827328122,17.62791864365159,2.0,2.0000001411513812,3.0926922182688736,0.13406541826253845,-0.13406541826253845,0.06921869850994981,0.0,True,6.3891058223179495,50.0,0.2320523939674391,5.0,0.01000000000705757,0.5,1.0907607925398244,15.0,True
2021-08-01 02:08:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1553.123,0.21,0.1,0.401,15.25754827328122,16.837795186861467,2.0,2.000000094100921,3.1062461461503044,0.12952273102590542,-0.12952273102590542,0.06714514736200956,0.0,True,6.352062992896051,50.0,0.20207194826824207,5.0,0.010000000004705046,0.5,1.0763950249461065,15.0,True
2021-08-01 02:10:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1537.329,0.21,0.1,0.663,15.25754827328122,16.31104621566805,2.0,2.0000000627339474,3.074658096442717,0.1227597821766632,-0.1227597821766632,0.06202828923856252,0.0,True,6.288976180470866,50.0,0.12247904006264174,5.0,0.010000000003136698,0.5,1.0529671592269805,15.0,True
2021-08-01 02:12:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1462.815,0.17,0.08,0.263,15.25754827328122,15.95988023487244,2.0,2.0000000418226316,2.9256300611787727,0.1268396483907477,-0.1268396483907477,0.06720554926984383,0.0,True,6.205588586569593,50.0,0.23027005907337092,5.0,0.010000000002091131,0.5,1.023074536776147,15.0,True
2021-08-01 02:14:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1185.952,0.17,0.08,0.399,15.25754827328122,15.7257695810087,2.0,2.0000000278817542,2.371904033066422,0.12127584433039605,-0.12127584433039605,0.06237334108762333,0.0,True,5.709825473362066,50.0,0.20193228081285303,5.0,0.010000000001394086,0.5,1.0005150434385002,15.0,True
2021-08-01 02:16:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1245.46,0.37,0.09,1.166,15.25754827328122,15.569695811766207,2.0,2.000000018587836,2.4909200231504065,0.113509724183965,-0.113509724183965,0.05509495152661308,0.0,True,5.719211701339316,50.0,0.07099216018969781,5.0,0.010000000000929392,0.5,1.0003433622923334,15.0,True
2021-08-01 02:18:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1189.966,0.37,0.09,1.049,15.25754827328122,15.465646632271211,2.0,2.0000000123918906,2.3799320147459286,0.11311594490653669,-0.11311594490653669,0.05502632597279864,0.0,True,5.6367959084794,50.0,0.07862149327296736,5.0,0.010000000000619595,0.5,1.000228908194889,15.0,True
2021-08-01 02:20:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1014.746,0.53,0.09,0.398,15.25754827328122,15.39628051260788,2.0,2.0000000082612606,2.029492008383081,0.11859518769639826,-0.11859518769639826,0.060722337911736146,0.0,True,5.412323545185567,50.0,0.20440295312259582,5.0,0.010000000000413064,0.5,1.0001526054632592,15.0,True
2021-08-01 02:22:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1074.386,0.6,0.15,0.05,15.25754827328122,15.350036432832328,2.0,2.000000005507507,2.148772005917188,0.12163733466737847,-0.12163733466737847,0.06390899764876692,0.0,True,5.6075787265684545,50.0,0.23237573663310143,5.0,0.010935964987909259,0.5,1.0001017369755063,15.0,True
2021-08-01 02:24:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,978.004,0.6,0.15,0.05,15.25754827328122,15.319207046315292,2.0,2.0000000036716714,1.9560080035909093,0.12041940973856828,-0.12041940973856828,0.06278741456399048,0.0,True,5.440259793910175,50.0,0.23234709122493838,5.0,0.010695009991935081,0.5,1.0000678246503374,15.0,True
2021-08-01 02:26:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1283.439,0.37,0.14,0.05,15.25754827328122,15.298654121970602,2.0,2.000000002447781,2.5668780031415777,0.12323818369544728,-0.12323818369544728,0.06567041641689197,0.0,True,5.933202252577366,50.0,0.2309023840501031,5.0,0.010708597494623556,0.5,1.0000452164335583,15.0,True
2021-08-01 02:28:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1301.222,0.37,0.14,0.05,15.25754827328122,15.284952172407474,2.0,2.000000001631854,2.6024440021234043,0.12339943860617003,-0.12339943860617003,0.06587448992496305,0.0,True,5.963806144329016,50.0,0.23088973087929937,5.0,0.010753054996416066,0.5,1.000030144289039,15.0,True
2021-08-01 02:30:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1457.128,0.27,0.14,0.05,15.25754827328122,15.27581753936539,2.0,2.0000000010879027,2.9142560015852133,0.12558804779497584,-0.12558804779497584,0.06809164484533442,0.0,True,6.229245014552816,50.0,0.2302615215046166,5.0,0.011142819997612831,0.5,1.0394146629087355,15.0,True
2021-08-01 02:32:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1258.167,0.21,0.1,0.762,15.25754827328122,15.269727784003999,2.0,2.0000000007252683,2.516334000912509,0.11495417495679633,-0.11495417495679633,0.05747680249486525,0.0,True,5.787367761428303,50.0,0.10629348494172296,5.0,0.010000000000036265,0.5,1.000013397461795,15.0,True
2021-08-01 02:34:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1241.268,0.21,0.1,1.156,15.25754827328122,15.265667947096405,2.0,2.0000000004835123,2.4825360006001684,0.11247878923299219,-0.11247878923299219,0.05501410376286804,0.0,True,5.710925955526588,50.0,0.07050787232147396,5.0,0.010000000000024177,0.5,1.0000089316411966,15.0,True
2021-08-01 02:36:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1114.728,0.18,0.08,1.484,15.25754827328122,15.26296138915801,2.0,2.0000000003223417,2.229456000359323,0.11005819044131568,-0.11005819044131568,0.052601962965729485,0.0,True,5.453414703778587,50.0,0.05502505874858311,5.0,0.010000000000016116,0.5,1.0000059544274644,15.0,True
2021-08-01 02:38:00,agtrup_bluekolding_2min,native_2min,False,60,False,held_previous_target,0.0,1109.946,0.18,0.08,1.827,15.25754827328122,15.26115701719908,2.0,2.0000000002148943,2.2198920002385205,0.10918923955286873,-0.10918923955286873,0.051738650740307826,0.0,True,5.403998480080409,50.0,0.044903789721437444,5.0,0.010000000000010745,0.5,1.0000039696183096,15.0,True
2021-08-01 00:00:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.6083000227808952,1260.223,0.45,0.09,0.05,39.257423111,47.257423111,2.1369899639999996,6.136989964,7.733975903401972,0.2455679867485335,-0.2455679867485335,0.06599660929220015,0.0,True,5.9373733638815445,50.0,0.2387637340876945,5.0,0.0102,0.5,1.0088,15.0,True
2021-08-01 00:02:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.6171999741345644,750.6,0.4,0.11,0.05,35.257423111,43.257423111,2.0,4.757993309333333,3.5713497779855996,0.21985338190101147,-0.21985338190101147,0.06063665326956701,0.0,True,5.052,50.0,0.23844395410969674,5.0,0.010137899665466668,0.5,1.0088,15.0,True
2021-08-01 00:04:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4894999912939966,985.699,0.4,0.11,0.05,31.257423111,39.257423111,2.0,3.838662206222222,3.783765498011038,0.2046820885848242,-0.2046820885848242,0.06305795749730568,0.0,True,5.459228029035554,50.0,0.23844395410969674,5.0,0.010091933110311112,0.5,1.0088,15.0,True
2021-08-01 00:06:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4809000422246754,1410.721,0.2,0.09,0.05,27.257423111,35.257423111,2.0,3.2257748041481484,4.5506682574826804,0.19335571354386014,-0.19335571354386014,0.06745998081895893,0.0,True,6.199499504414437,50.0,0.2371648341977055,5.0,0.010061288740207409,0.5,1.012694540175103,15.0,True
2021-08-01 00:08:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4839000068604946,1129.143,0.2,0.09,0.064,23.257423111,31.257423111,2.0,2.8171832027654324,3.1810026931201687,0.17586080034170898,-0.17586080034170898,0.06445066652521926,0.0,True,5.707370568880231,50.0,0.2371648341977055,5.0,0.010040859160138272,0.5,1.0088,15.0,True
2021-08-01 00:10:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.484599953982979,1244.319,0.2,0.09,0.574,19.257423111,27.257423111,2.0,2.5447888018436218,3.1665290571212537,0.15787484176781438,-0.15787484176781438,0.06012177389026569,0.0,True,5.846139016268078,50.0,0.14511187252523164,5.0,0.010027239440092182,0.5,1.0088,15.0,True
2021-08-01 00:12:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4856000198051333,1435.348,0.13,0.07,0.846,15.257423111000001,23.257423111,2.0,2.3631925345624145,3.3920036780990928,0.14394947573543185,-0.14394947573543185,0.059301118483843826,0.0,True,6.145879559868459,50.0,0.0984200804250638,5.0,0.010018159626728121,0.5,1.0088,15.0,True
2021-08-01 00:14:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.6518000047653913,1460.624,0.13,0.07,1.208,11.257423111000001,19.257423111,2.0,2.242128356374943,3.2749064884017947,0.12957320907589095,-0.12957320907589095,0.05766132557494339,0.0,True,6.146011626897,50.0,0.06917579880372143,5.0,0.010012106417818746,0.5,1.0088,15.0,True
2021-08-01 00:16:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.482499996200204,1001.226,0.32,0.08,1.398,10.0,16.171615407333334,2.0,2.161418904249962,2.1640688038265723,0.11407960107908338,-0.11407960107908338,0.0521446712636461,0.0,True,5.310307881765679,50.0,0.060669367785236294,5.0,0.010008070945212498,0.5,1.0067887769480666,15.0,True
2021-08-01 00:18:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4942999696359038,1105.194,0.32,0.08,0.845,10.0,14.114410271555556,2.0,2.1076126028333078,2.329320802975755,0.11079632316287008,-0.11079632316287008,0.055617481063689675,0.0,True,5.543112533923894,50.0,0.09824844539453176,5.0,0.010005380630141666,0.5,1.0045258512987112,15.0,True
2021-08-01 00:20:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4785999665036798,1149.658,0.32,0.08,0.05,10.0,12.742940181037037,2.0,2.071741735222205,2.3817944598320895,0.11480108058245601,-0.11480108058245601,0.06412629696078019,0.0,True,5.705942661050204,50.0,0.23308414968649888,5.0,0.01000358708676111,0.5,1.0030172341991408,15.0,True
2021-08-01 00:22:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.478100020904094,1206.134,0.5,0.12,0.05,10.0,11.828626787358024,2.0,2.04782782348147,2.469954764046999,0.11234639819402008,-0.11234639819402008,0.06467432022401398,0.0,True,5.796769254899654,50.0,0.23336462416534606,5.0,0.010002391391174073,0.5,1.0020114894660939,15.0,True
2021-08-01 00:24:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4761000056751072,1177.041,0.5,0.12,0.05,10.0,11.21908452490535,2.0,2.0318852156543135,2.3916122061189684,0.1099756596991758,-0.1099756596991758,0.06430538549694952,0.0,True,5.741956837919325,50.0,0.23279977336659127,5.0,0.010001594260782716,0.5,1.001340992977396,15.0,True
2021-08-01 00:26:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.6398000298067927,1190.64,0.34,0.11,0.05,10.0,10.812723016603567,2.0,2.021256810436209,2.406589208777768,0.10868133795814651,-0.10868133795814651,0.06434559960110676,0.0,True,5.762395024846281,50.0,0.2314284168707043,5.0,0.01000106284052181,0.5,1.0008939953182638,15.0,True
2021-08-01 00:28:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4815999893471599,943.634,0.34,0.11,0.05,10.0,10.541815344402378,2.0,2.0141712069574726,1.9006404327061077,0.1052052099502029,-0.1052052099502029,0.06175916215662084,0.0,True,5.334279512935429,50.0,0.2311784465624138,5.0,0.010000708560347873,0.5,1.0005959968788427,15.0,True
2021-08-01 00:30:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4762000064365566,952.981,0.34,0.11,0.05,10.0,10.361210229601586,2.0,2.009447471304982,1.914965260651693,0.10468946352089704,-0.10468946352089704,0.06183654276962011,0.0,True,5.349147878770954,50.0,0.23101179969022007,5.0,0.01000047237356525,0.5,1.0003973312525618,15.0,True
2021-08-01 00:32:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4777000178582966,920.924,0.2,0.09,0.735,10.0,10.24080681973439,2.0,2.0062983142033213,1.8476482687093794,0.09669626732460963,-0.09669626732460963,0.05423876460153613,0.0,True,5.210808188712799,50.0,0.11018902963746366,5.0,0.010000314915710167,0.5,1.0002648875017077,15.0,True
2021-08-01 00:34:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4866000274196267,1276.026,0.2,0.09,1.642,10.0,10.160537879822927,2.0,2.0041988761355474,2.557409875119738,0.09607761851476415,-0.09607761851476415,0.053883727810492936,0.0,True,5.71365361676687,50.0,0.049992611372335814,5.0,0.010000209943806777,0.5,1.0001765916678051,15.0,True
2021-08-01 00:36:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.513900002464652,1297.764,0.13,0.07,1.861,10.0,10.107025253215285,2.0,2.0027992507570316,2.599160766859448,0.09561980144472833,-0.09561980144472833,0.053601652086325294,0.0,True,5.724449690294638,50.0,0.04381203623565815,5.0,0.010000139962537851,0.5,1.000117727778537,15.0,True
2021-08-01 00:38:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.7642999882809818,1465.824,0.13,0.07,1.633,10.0,10.07135016881019,2.0,2.0018661671713542,2.934383472627783,0.09773895461896198,-0.09773895461896198,0.0558379661578044,0.0,True,6.041275071574314,50.0,0.049809448537823445,5.0,0.01000009330835857,0.5,1.0000784851856912,15.0,True
2021-08-01 00:40:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.5143999480642378,1552.699,0.21,0.07,1.084,10.0,10.047566779206793,2.0,2.0012441114475696,3.1073297306005303,0.10085191349575841,-0.10085191349575841,0.05902903229943113,0.0,True,6.256736551364353,50.0,0.07511645762339582,5.0,0.010000062205572377,0.5,1.0401717921383422,15.0,True
2021-08-01 00:42:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4785000239498913,1116.585,0.37,0.08,0.652,10.0,10.031711186137862,2.0,2.0008294076317132,2.2340961041204563,0.09891158834305626,-0.09891158834305626,0.057140778656615855,0.0,True,5.556646480965156,50.0,0.125008237096156,5.0,0.010000041470381587,0.5,1.0000348823047516,15.0,True
2021-08-01 00:44:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4755000011064112,1293.574,0.38,0.08,0.226,10.0,10.021140790758574,2.0,2.000552938421142,2.5878632667651904,0.10694611825452938,-0.10694611825452938,0.06521002290801356,0.0,True,5.912793127338692,50.0,0.23094592526823737,5.0,0.010000027646921057,0.5,1.0000232548698345,15.0,True
2021-08-01 00:46:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4749999972991645,1712.765,0.52,0.12,0.05,10.0,10.014093860505715,2.0,2.0003686256140947,3.4261613690499253,0.11420044924575541,-0.11420044924575541,0.07248749679252264,0.0,True,6.656473020100489,50.0,0.23180708498718244,5.0,0.010281102041721129,0.5,1.2193777443842795,15.0,True
2021-08-01 00:48:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4968999894335866,1699.529,0.52,0.12,0.05,10.0,10.00939590700381,2.0,2.0002457504093965,3.399475659947531,0.11393446860693643,-0.11393446860693643,0.07223694474922569,0.0,True,6.6336159040238964,50.0,0.23180272915711758,5.0,0.01024828215416106,0.5,1.211260088190535,15.0,True
2021-08-01 00:50:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.584600016940385,1668.21,0.29,0.12,0.05,10.0,10.00626393800254,2.0,2.000163833606264,3.336693308860306,0.11299004247311761,-0.11299004247311761,0.0713028043457549,0.0,True,6.579600839109499,50.0,0.23037441368562286,5.0,0.01017016470545288,0.5,1.1702127571738026,15.0,True
2021-08-01 00:52:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.546100014820695,1627.188,0.29,0.11,0.05,10.0,10.00417595866836,2.0,2.000109222404176,3.254553725385407,0.11217530760813435,-0.11217530760813435,0.07049492663433699,0.0,True,6.508868971490523,50.0,0.23037248966577104,5.0,0.010000005461120209,0.5,1.1450708968977479,15.0,True
2021-08-01 00:54:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.5427999896928668,1155.87,0.29,0.11,0.05,10.0,10.002783972445574,2.0,2.0000728149361175,2.3118241646002096,0.10555502017116385,-0.10555502017116385,0.06387921063307671,0.0,True,5.696397424312209,50.0,0.23037120698586983,5.0,0.010000003640746807,0.5,1.00000306236969,15.0,True
2021-08-01 00:56:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4719999744556844,1007.728,0.15,0.08,0.924,10.0,10.001855981630383,2.0,2.000048543290745,2.0155049184332956,0.09539022318433531,-0.09539022318433531,0.053717461270055,0.0,True,5.336142861764826,50.0,0.08751032920481333,5.0,0.010000002427164539,0.5,1.0000020415797934,15.0,True
2021-08-01 00:58:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4743999927304685,1013.58,0.15,0.09,1.548,10.0,10.001237321086922,2.0,2.00003236219383,2.027192801672422,0.093044952685006,-0.093044952685006,0.05137422251993024,0.0,True,5.271346129362881,50.0,0.05260943990039217,5.0,0.010000001618109692,0.5,1.0000013610531957,15.0,True
2021-08-01 01:00:00,agtrup_bluekolding_2min,load_spike_90min,False,2,True,safe_grid_refresh,1.4783000224269927,890.184,0.14,0.09,1.694,10.0,10.000824880724615,2.0,2.0000215747958867,1.7803872055381016,0.0914092907612846,-0.0914092907612846,0.04973991509567853,0.0,True,5.041113329770188,50.0,0.04809328055065604,5.0,0.010000001078739796,0.5,1.000000907368797,15.0,True
