timestamp,actual_bod_proxy_mgL,actual_nh3_mgL,actual_tn_mgL,baseline_kla_d1,baseline_nrr_m3h,steady_kla_d1,steady_nrr_m3h,dynamic_kla_d1,dynamic_nrr_m3h,baseline_energy,steady_energy,dynamic_energy,baseline_pred_bod_proxy_mgL,baseline_pred_nh3_mgL,baseline_pred_tn_mgL,steady_pred_bod_proxy_mgL,steady_pred_nh3_mgL,steady_pred_tn_mgL,dynamic_pred_bod_proxy_mgL,dynamic_pred_nh3_mgL,dynamic_pred_tn_mgL,gamma_used,baseline_is_compliant,steady_is_compliant,dynamic_is_compliant
2025-07-07 05:00:00,2.7251735,0.23,3.33921,87.82319168746257,6905.715396537178,90.0,5040.0,66.20144961253361,7919.739272352098,0.791411422681117,0.7503931080833273,0.7500628399070529,2.7251735,0.23,3.33921,2.7251735,0.23,4.189726305879952,2.9369829847316358,0.03856142665619962,2.154730937145958,0.8999999999999999,True,True,True
2025-07-07 05:30:00,2.7251735,0.23,3.33921,87.577787525177,7070.712072839175,90.0,5040.0,69.08015140775704,6148.17038133625,0.8295330675772103,0.7858342254828897,0.7317897371893285,2.7251735,0.23,3.33921,2.7251735,0.23,4.193579075414833,2.9369829847316358,0.0014901829605652173,2.1819373432897287,0.8999999999999999,True,True,True
2025-07-07 06:00:00,2.761101,0.26,3.24201,87.33238336289142,7235.708749141172,90.0,5040.0,75.99895105285361,6921.447475534522,0.8675152983330685,0.8212753428824524,0.7968911787623532,2.761101,0.26,3.24201,2.761101,0.26,4.100507493267972,2.972910484731636,0.031490182960565216,2.085030916969117,0.8999999999999999,True,True,True
2025-07-07 06:30:00,2.7970284999999997,0.29,3.14481,85.83477492555122,7114.997526456767,90.0,5040.0,70.29734558938452,6034.417880202749,0.8499089291221393,0.8151461681319092,0.7534936357152656,2.7970284999999997,0.29,3.14481,2.7970284999999997,0.29,4.00711000099685,3.0088379847316356,0.03187203012012945,2.0061548603560544,0.8999999999999999,True,True,True
2025-07-07 07:00:00,2.7970284999999997,0.29,3.14481,84.33716648821101,6994.286303772363,90.0,5040.0,71.74383117727372,5470.615925788413,0.8323372925296014,0.8090169933813659,0.7319385805630482,2.7970284999999997,0.29,3.14481,2.7970284999999997,0.29,4.010597542066158,3.0088379847316356,0.01558820628003138,2.0148466266062997,0.8999999999999999,True,True,True
2025-07-07 07:30:00,2.7970284999999997,0.29,3.14481,83.32410558189775,6765.385490568783,90.0,5040.0,63.2217388196138,5325.346108447462,0.820559418685525,0.8090945293161367,0.7279822763520833,2.7970284999999997,0.29,3.14481,2.7970284999999997,0.29,4.013733713697705,3.0088379847316356,0.0027307368608783036,2.0800786897666828,0.8999999999999999,True,True,True
2025-07-07 08:00:00,2.5917185,0.305,3.42981,82.31104467558451,6536.484677365203,90.0,5040.0,73.97836719142418,6736.326985327224,0.8087802681399292,0.8091720652509075,0.7689725811808683,2.5917185,0.305,3.42981,2.5917185,0.305,4.301503310412478,2.8035279847316357,0.017730736860878317,2.3647523736792437,0.8999999999999999,True,True,True
2025-07-07 08:30:00,2.3864085,0.32,3.71481,82.37680825184356,6538.79526435303,90.0,5040.0,65.35247268653661,5149.340211750696,0.8133019486629977,0.813435388434962,0.7270871183082331,2.3864085,0.32,3.71481,2.3864085,0.32,4.5915289759311495,2.598217984731636,0.01739102625099313,2.7354608434732297,0.8999999999999999,True,True,True
2025-07-07 09:00:00,2.3864085,0.32,3.71481,82.44257182810259,6541.105851340857,90.0,5040.0,69.86414081959208,5041.195081402866,0.8178264500540506,0.8176987116190164,0.7280042697143125,2.3864085,0.32,3.71481,2.3864085,0.32,4.596926051179903,2.598217984731636,0.002408206168423681,2.7713088710590608,0.8999999999999999,True,True,True
2025-07-07 09:30:00,2.3864085,0.32,3.71481,83.26708837950011,6741.95102302373,90.0,5040.0,72.95181356739106,6838.513228998392,0.8514073527563034,0.8425479648524252,0.7993456840026792,2.3864085,0.32,3.71481,2.3864085,0.32,4.602979992852257,2.598217984731636,0.002408206168423681,2.7710974500160117,0.8999999999999999,True,True,True
